,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c237711_g3_i12|m.23641,0,3.7203,3.8691,6.6566,0,0,10.6395,3.8515,3.5256,3.7767,3.507,3.6734,3.7704,0,0,3.2904,3.5981,0,4.1284,4.0725,4.1496,0,0,0,0,3.8256,0,0,7.0057,0,0,0,0,0,lcl|c237711_g3_i12|m.23641
lcl|c237732_g2_i2|m.23675,6.6911,5.9745,0,0,0,0,4.2715,6.1852,0,0,0,4.4244,3.0274,0,0,0,0,9.4276,4.9724,0,0,0,0,0,9.7056,9.2154,4.3444,20.7551,12.6569,6.1871,8.9008,9.1983,4.9671,5.834,lcl|c237732_g2_i2|m.23675
lcl|c237732_g2_i12|m.23671,6.9478,6.2037,9.6777,6.9375,4.7553,7.6106,0,0,5.8791,9.4466,11.6959,4.5941,0,0,0,5.4868,8.9998,3.2631,5.1631,10.1864,3.4597,9.1562,8.9606,13.8425,10.0779,9.5689,0,0,13.1424,6.4244,9.2422,0,0,6.0578,lcl|c237732_g2_i12|m.23671
lcl|c237804_g3_i5|m.23771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0231,0,0,0,0,0,0,0,0,lcl|c237804_g3_i5|m.23771
lcl|c237805_g1_i7|m.23781,32.818,24.4192,25.3959,0,0,0,11.6392,0,23.1415,24.7894,23.019,24.1114,12.3739,0,0,10.7986,11.8084,0,27.0979,0,13.6184,12.0137,0,0,13.223,25.1103,11.8379,24.2375,22.9919,12.6441,36.3796,12.532,0,35.7675,lcl|c237805_g1_i7|m.23781
lcl|c237814_g2_i3|m.23786,2.7863,0,3.2342,16.6928,0,3.052,14.8225,12.8779,29.4708,0,8.7945,24.5648,53.5778,0,31.5307,11.0016,48.1219,0,0,6.8083,38.1548,12.2396,32.94,0,3.3679,28.7803,42.2117,0,2.928,32.2046,21.6205,0,31.0253,6.0733,lcl|c237814_g2_i3|m.23786
lcl|c237814_g2_i4|m.23787,2.7394,0,6.3596,8.2061,15.6245,3.0007,5.8294,0,0,0,8.6466,3.019,12.3947,0,0,0,2.9571,0,0,13.3878,0,12.0339,0,12.1287,3.3113,0,0,12.1391,0,0,0,6.2765,3.3893,14.9282,lcl|c237814_g2_i4|m.23787
lcl|c237851_g2_i1|m.23817,0,0,3.877,5.0027,1.905,5.488,1.7769,0,0,1.8922,0,1.8405,1.889,0,1.7181,1.6486,0,1.9609,0,2.0404,4.1581,5.5022,0,1.8485,2.0187,13.417,0,9.2505,1.755,0,0,5.7395,2.0662,0,lcl|c237851_g2_i1|m.23817
lcl|c237883_g5_i1|m.23858,6.1047,0,0,6.0957,0,13.3741,19.4858,14.1078,0,0,0,13.4554,0,0,12.5608,18.0786,13.1795,0,0,0,7.5998,0,19.6832,6.7571,7.3791,21.0193,0,0,0,7.0561,6.7672,6.9935,15.106,0,lcl|c237883_g5_i1|m.23858
lcl|c237938_g3_i2|m.23906,6.7284,0,0,3.3592,0,3.6851,1.7897,0,1.7792,1.9059,5.3093,1.8538,1.9027,0,1.7305,1.6605,10.8945,1.975,2.0834,0,2.0941,0,5.4235,1.8619,2.0333,3.8611,0,1.8635,7.0708,5.8327,0,1.927,8.3247,5.4999,lcl|c237938_g3_i2|m.23906
lcl|c237955_g4_i3|m.23932,4.8948,0,5.6817,0,0,0,0,0,5.1773,0,5.1499,0,5.5367,0,25.1781,19.3272,0,17.2415,6.0624,0,6.0935,0,15.782,16.2535,0,11.2355,5.2968,5.4225,36.0069,16.9727,5.426,11.2148,6.056,21.3388,lcl|c237955_g4_i3|m.23932
lcl|c237955_g4_i2|m.23931,26.9415,0,0,26.9016,0,0,0,0,0,15.2629,14.1729,29.6909,30.4745,0,0,0,29.0819,0,83.4211,0,0,0,14.4777,0,16.2829,15.4605,0,0,0,0,0,15.4319,0,14.6814,lcl|c237955_g4_i2|m.23931
lcl|c237982_g4_i2|m.23956,29.0323,37.0327,24.0712,16.5653,33.1177,36.3448,39.7153,33.5464,35.095,32.8949,34.9093,27.4244,23.4568,0,17.0673,20.4706,13.431,38.958,46.2318,25.3363,30.9792,13.6644,8.915,55.0883,35.0931,19.0404,26.9289,59.7302,39.2267,23.9691,27.5856,33.2591,15.3942,36.1619,lcl|c237982_g4_i2|m.23956
lcl|c215616_g6_i2|m.4120,134.5363,132.8327,102.1075,217.0059,135.76,170.0417,236.7367,358.7408,131.3556,52.7661,119.7721,114.0508,93.6485,0,234.2281,137.9135,134.0539,60.7559,153.8126,139.0843,141.7177,136.3842,105.6645,143.1858,100.0751,112.837,240.779,166.2383,473.0861,472.4872,269.5943,136.3398,185.6595,107.1512,lcl|c215616_g6_i2|m.4120
lcl|c237992_g1_i1|m.23966,0,0,0,3.1913,0,0,0,0,6.7609,3.6212,0,0,3.6151,0,3.288,0,0,0,3.9584,0,0,3.5099,6.8698,0,0,3.6681,6.917,0,0,0,0,10.9839,3.9542,0,lcl|c237992_g1_i1|m.23966
lcl|c238005_g1_i2|m.23984,5.8282,2.1683,11.2753,1.9399,4.4322,4.2561,6.2011,6.7344,12.3293,6.6036,10.22,2.141,2.1975,0,5.9959,7.671,2.0971,0,4.8124,2.3736,4.837,0,4.1759,0,4.6966,6.6891,0,0,0,6.7365,4.3072,2.2256,4.8073,8.4694,lcl|c238005_g1_i2|m.23984
lcl|c238005_g1_i4|m.23993,5.1096,5.7029,5.931,0,5.8286,5.597,0,11.8081,0,0,26.8796,0,5.7796,0,0,0,5.5155,11.9988,12.657,6.2427,12.7219,5.6114,0,0,0,0,0,11.3209,5.3696,0,11.3282,0,0,0,lcl|c238005_g1_i4|m.23993
lcl|c238054_g2_i6|m.24053,15.0922,42.1118,8.7592,7.5349,8.608,8.2659,24.0866,17.4388,7.9817,8.5501,0,16.6324,8.5357,0,15.5265,14.8981,8.1456,17.7205,0,18.4392,28.1825,16.5745,32.4409,16.705,0,25.9822,0,8.3597,39.6504,17.4441,16.7301,17.2895,18.6727,16.4487,lcl|c238054_g2_i6|m.24053
lcl|c238111_g1_i1|m.24102,19.1534,2.1378,11.1163,28.6876,10.9243,33.5687,24.4545,26.5578,54.6993,8.6807,20.1518,4.2216,25.9982,0,23.6455,7.5628,12.4051,42.729,21.3503,11.7006,21.4598,25.2415,45.2876,27.5603,43.9886,19.7843,4.1453,14.8529,74.4738,26.5659,12.7393,17.5536,7.1092,14.6124,lcl|c238111_g1_i1|m.24102
lcl|c238116_g1_i4|m.24117,10.8906,0,4.2138,7.2496,0,7.953,0,4.1946,0,4.1132,7.6388,4.0007,8.2125,0,3.7347,0,0,0,8.9924,8.8705,9.0385,11.9602,0,0,4.388,4.1664,3.9284,4.0216,3.8149,4.1959,8.0484,0,0,0,lcl|c238116_g1_i4|m.24117
lcl|c238132_g3_i11|m.24132,15.348,20.5563,10.6892,21.4554,17.5077,40.3489,0,0,25.9743,0,41.9848,0,34.7214,0,0,15.1506,0,28.8333,34.2168,18.7517,0,10.1132,0,16.9881,0,14.092,0,10.2016,0,0,10.2082,14.066,0,10.0365,lcl|c238132_g3_i11|m.24132
lcl|c238132_g3_i10|m.24131,24.4739,10.9263,62.4982,34.2126,27.9177,48.2551,5.2079,22.6233,31.0638,49.9139,15.4497,59.3373,0,0,0,48.3181,5.2837,5.7472,18.1873,29.9014,48.7481,53.755,0,10.8357,29.583,5.6178,42.3747,16.2675,0,45.2605,32.556,0,12.112,0,lcl|c238132_g3_i10|m.24131
lcl|c238132_g3_i1|m.24130,0,0,0,14.6626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0935,0,0,0,11.8332,0,0,0,0,0,0,22.4296,0,0,lcl|c238132_g3_i1|m.24130
lcl|c238140_g4_i1|m.24154,7.0459,2.6214,5.4524,9.3807,2.6791,7.718,4.9978,2.7138,2.4842,0,0,5.1767,0,0,0,0,2.5352,0,0,2.8695,2.9238,5.1586,0,2.5996,2.8389,0,0,5.2037,0,5.4293,2.6035,2.6906,0,0,lcl|c238140_g4_i1|m.24154
lcl|c238150_g1_i3|m.24168,26.2897,9.7808,10.172,8.7502,9.9964,19.1983,0,0,9.269,19.8582,0,9.6575,0,0,0,0,0,10.2893,0,0,0,0,0,0,0,10.0576,18.9661,9.708,18.4183,0,9.7143,10.039,0,19.1017,lcl|c238150_g1_i3|m.24168
lcl|c238150_g1_i2|m.24167,14.9537,16.6902,17.3577,14.9316,17.058,0,15.9104,17.2788,0,0,0,0,0,0,0,14.7614,0,35.1158,0,0,0,16.4224,0,0,0,0,32.3642,0,31.4293,0,16.5767,17.1308,0,0,lcl|c238150_g1_i2|m.24167
lcl|c238150_g1_i5|m.24172,31.3454,0,18.1922,15.6495,0,0,0,0,0,17.7578,0,0,0,0,0,0,0,18.402,0,0,0,0,0,0,0,0,0,17.3624,0,0,0,0,0,0,lcl|c238150_g1_i5|m.24172
lcl|c238164_g1_i1|m.24182,7.4089,0,0,7.3979,12.6772,4.0578,0,4.2804,19.5914,16.7892,15.5902,4.0825,0,0,7.6221,7.3136,7.9975,13.0487,13.7645,9.052,13.835,4.0683,3.9814,0,13.4334,17.0065,0,20.5192,11.6788,12.8452,8.213,8.4876,18.3332,16.1496,lcl|c238164_g1_i1|m.24182
lcl|c238296_g3_i2|m.24349,0,5.1756,2.6913,0,0,0,4.9338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8026,0,0,5.1371,2.4366,0,2.5702,0,0,0,lcl|c238296_g3_i2|m.24349
lcl|c215627_g1_i1|m.4125,4.137,0,0,0,0,0,0,0,0,4.6873,0,0,0,0,0,0,0,0,0,0,5.1501,4.5433,0,4.579,0,4.748,0,0,0,0,0,0,0,4.5088,lcl|c215627_g1_i1|m.4125
lcl|c238364_g3_i7|m.24424,0,2.2627,2.3532,0,2.3126,0,0,0,4.2887,0,2.133,0,0,0,0,4.0025,2.1884,0,0,2.4769,5.0476,6.6793,0,2.244,7.3516,0,0,2.2459,2.1305,7.0297,4.4947,4.6449,0,4.419,lcl|c238364_g3_i7|m.24424
lcl|c238364_g3_i1|m.24422,0,6.3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1305,0,0,0,0,0,0,6.2862,6.8649,0,0,0,5.9683,0,0,0,0,0,lcl|c238364_g3_i1|m.24422
lcl|c238381_g2_i2|m.24448,18.2458,13.5763,24.7089,27.3282,31.2199,9.9931,12.942,10.5414,9.6495,13.7822,6.3989,16.7565,13.759,0,18.7708,6.0037,6.5651,0,3.7664,0,22.7143,16.6982,42.4878,10.0978,22.0548,48.862,6.5815,13.4753,15.9785,17.5743,13.484,13.9348,15.0496,6.6286,lcl|c238381_g2_i2|m.24448
lcl|c238399_g3_i5|m.24485,1571.1152,942.4531,1068.9416,1113.4282,1037.0582,1127.9842,976.6806,883.9011,1997.8971,1226.7639,1813.9749,1173.7561,1311.2275,1685.9897,1198.6223,697.0359,1403.7546,759.9966,1228.0365,625.4687,479.8147,546.0599,1600.0256,1120.2607,953.1068,354.5585,1130.2625,1147.2985,627.6503,860.368,949.0882,347.1625,848.1565,1279.4321,lcl|c238399_g3_i5|m.24485
lcl|c238399_g3_i2|m.24483,0,0,0,0,0,0,0,166.2812,0,0,0,0,0,0,0,0,0,0,0,60.9989,0,0,0,0,0,0,127.1241,0,0,37.3399,0,0,83.5727,0,lcl|c238399_g3_i2|m.24483
lcl|c238399_g3_i3|m.24484,399.1735,115.5067,154.4484,140.2419,101.1875,137.6528,110.1101,0,168.1039,121.4458,206.1013,130.3438,150.5066,0,87.4553,145.9402,223.4231,143.2102,141.9104,0,55.2147,69.0039,178.7558,90.0025,151.8997,33.9359,0,102.3635,81.5666,102.5289,135.2069,42.3416,100.6037,177.2426,lcl|c238399_g3_i3|m.24484
lcl|c238429_g5_i1|m.24515,82.8441,70.8891,105.7785,115.81,99.2268,98.3087,63.9044,65.4121,92.0073,89.1727,110.4056,92.8203,99.1743,28.4426,76.7052,86.5489,105.0756,106.9983,91.4911,104.5904,106.5707,87.1897,67.5199,79.4708,119.3319,110.9278,82.1783,81.8335,124.7854,106.1278,104.0798,106.7685,100.7896,91.7948,lcl|c238429_g5_i1|m.24515
lcl|c238490_g5_i3|m.24584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8908,0,0,0,0,6.8174,6.4731,6.1033,0,5.927,0,0,0,0,0,lcl|c238490_g5_i3|m.24584
lcl|c238491_g1_i8|m.24586,9.2611,10.3365,32.2499,73.9793,84.5146,91.3008,68.9752,53.5054,29.3871,73.4528,38.9754,51.0313,41.9024,0,66.6933,45.71,69.9784,97.8653,114.704,90.5198,69.1752,71.1949,39.8138,102.508,78.3614,106.2908,40.0874,61.5577,68.1266,74.9305,61.5973,84.8756,34.3747,60.561,lcl|c238491_g1_i8|m.24586
lcl|c238537_g2_i6|m.24628,158.4044,128.1148,135.9037,158.1698,104.7505,105.6175,151.4402,151.2017,276.818,148.2653,152.1688,151.8001,168.79,34.3934,233.8158,181.2948,200.7268,177.9034,113.7346,114.9983,211.4878,143.7077,231.9293,157.5447,197.0228,300.3689,176.3846,178.0259,156.8146,151.2481,160.3266,318.2236,238.5892,162.6332,lcl|c238537_g2_i6|m.24628
lcl|c229550_g1_i3|m.14393,291.3117,92.8969,112.7144,103.8858,94.9441,83.5737,184.493,192.3461,190.7451,102.1641,167.8431,137.589,188.2933,0,285.4231,89.008,194.6633,154.7335,60.1342,169.4838,172.6928,274.2193,193.8169,153.5439,243.1345,191.0521,142.6088,92.2055,87.4671,184.3884,215.2849,206.5907,171.6295,377.9691,lcl|c229550_g1_i3|m.14393
lcl|c201183_g1_i1|m.1186,0,0,0,0,0,0,0,0,0,0,0,30.1899,0,0,0,0,0,16.0824,50.8939,0,17.0516,0,0,0,0,0,29.6445,0,0,15.8317,0,0,0,0,lcl|c201183_g1_i1|m.1186
lcl|c238647_g1_i1|m.24759,0,0,0,4.7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4381,1.7092,0,0,1.8256,0,0,0,0,lcl|c238647_g1_i1|m.24759
lcl|c238662_g3_i6|m.24778,15.7484,26.3657,27.4202,31.4501,26.9467,8.6253,41.8897,63.6895,24.9861,17.8436,8.2846,34.7111,35.6272,176.9515,16.2016,54.4103,42.499,9.2455,39.0104,38.4818,9.8026,25.9426,16.9257,17.4313,85.6621,108.4474,0,69.7852,74.4738,36.4052,52.3726,108.2471,19.4845,68.6552,lcl|c238662_g3_i6|m.24778
lcl|c238676_g4_i3|m.24804,0,5.0464,5.2482,2.2573,10.3152,7.429,4.8106,0,0,2.5615,0,2.4914,2.5572,0,0,4.4632,0,5.3088,5.6,2.762,11.2574,4.9654,2.4297,5.0046,13.6632,5.1892,4.8928,2.5044,2.3757,7.839,10.0242,2.5898,8.391,4.9278,lcl|c238676_g4_i3|m.24804
lcl|c215636_g1_i1|m.4133,7.0257,7.8415,0,7.0153,8.0143,0,0,8.1181,0,0,22.1757,0,0,0,14.4557,0,7.5839,16.4984,8.7017,0,0,0,0,0,0,8.0634,7.6028,0,0,8.1206,0,8.0485,8.6924,0,lcl|c215636_g1_i1|m.4133
lcl|c238681_g1_i11|m.24819,0,1.9689,0,1.7614,2.0123,0,0,2.0383,0,3.9974,0,0,1.9954,0,1.8148,0,0,2.0712,2.1848,0,2.196,1.9373,3.7918,1.9525,2.1323,14.1721,0,3.9084,0,0,5.8664,6.0625,2.1825,3.8451,lcl|c238681_g1_i11|m.24819
lcl|c238754_g1_i3|m.24885,0,31.0096,0,18.4948,0,0,0,0,0,0,0,0,0,0,19.0552,18.284,9.9969,0,0,0,11.5292,0,39.8138,10.2508,0,31.8872,0,0,175.1827,53.5218,10.2662,106.0945,0,10.0935,lcl|c238754_g1_i3|m.24885
lcl|c238843_g5_i10|m.24992,0,0,0,3.4192,1.9531,1.8755,1.8217,1.9784,1.811,3.8799,7.2055,3.7737,0,0,1.7614,3.3802,1.8482,4.0206,0,0,0,0,0,0,0,1.965,0,0,0,3.9579,0,1.9614,2.1183,1.866,lcl|c238843_g5_i10|m.24992
lcl|c238850_g2_i5|m.25002,0,0,0,1.6659,0,0,0,0,3.5293,0,1.7553,1.8386,0,0,0,1.6469,1.8009,0,0,0,2.0769,1.8322,1.793,0,2.0166,0,0,0,1.7532,0,0,0,2.0641,1.8183,lcl|c238850_g2_i5|m.25002
lcl|c238853_g1_i1|m.25008,2.7815,3.1045,0,0,3.1729,9.1405,5.9189,0,5.8841,0,5.853,0,0,0,0,0,0,0,0,0,3.4627,0,0,3.0787,0,0,0,3.0814,0,0,0,6.3729,3.4414,3.0315,lcl|c238853_g1_i1|m.25008
lcl|c238859_g1_i3|m.25019,0,0,0,0,0,8.1901,0,17.2788,7.9084,8.4716,0,8.2399,0,0,0,0,8.0709,0,0,0,0,0,0,0,0,8.5813,0,0,0,0,0,8.5654,0,8.1489,lcl|c238859_g1_i3|m.25019
lcl|c238912_g1_i4|m.25063,4.1161,4.594,4.7778,8.2199,9.3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0289,5.1241,0,4.4238,0,4.9753,0,0,0,0,4.7575,4.5628,4.7153,0,0,lcl|c238912_g1_i4|m.25063
lcl|c238912_g1_i8|m.25068,0,4.594,4.7778,0,9.3905,0,0,4.756,0,0,0,0,0,0,0,0,0,0,0,5.0289,5.1241,0,4.4238,0,4.9753,4.724,0,0,0,4.7575,0,4.7153,0,0,lcl|c238912_g1_i8|m.25068
lcl|c238919_g4_i6|m.25079,151.3893,180.2333,178.6556,166.2816,175.5706,229.3984,59.0606,78.7175,128.1022,42.8827,47.7841,61.1743,59.9347,463.0595,75.277,104.6093,65.3668,168.8656,162.5032,61.6543,43.9752,47.1064,211.5184,125.6754,125.0454,98.4589,19.1129,53.1086,108.7133,29.1636,97.8946,349.7504,99.8958,137.4965,lcl|c238919_g4_i6|m.25079
lcl|c238920_g1_i5|m.25086,0,0.5126,0.5331,0,0,0,0,0,0,1.0408,0,0,0,0,0,0,0,0,3.9818,0,0,0,0,0,0.5552,0,0,0,0,0,0,0,0,0,lcl|c238920_g1_i5|m.25086
lcl|c238994_g2_i3|m.25167,2.3055,5.1463,4.0141,1.151,6.5747,1.2627,2.4529,0,4.8771,3.9183,1.2128,5.0815,5.2156,0,2.3718,2.2758,1.2443,4.0604,4.2831,2.8167,4.3051,3.7978,2.4778,3.8277,5.5735,3.969,3.7422,2.554,2.4228,2.6647,6.3892,3.9617,2.8524,5.0253,lcl|c238994_g2_i3|m.25167
lcl|c215667_g2_i4|m.4143,8.7164,0,0,17.4069,0,19.0956,9.274,10.0716,18.439,19.752,0,9.6059,19.7188,0,0,8.6042,9.4089,20.4686,21.5913,0,10.851,0,9.3679,9.6478,10.536,0,0,9.6561,0,0,0,9.9854,0,0,lcl|c215667_g2_i4|m.4143
lcl|c239042_g1_i1|m.25217,0,0,4.9271,4.2384,4.842,0,0,0,0,0,0,4.6779,0,0,0,0,0,0,5.2573,0,5.2842,0,0,0,5.1308,0,0,4.7023,4.4607,0,0,0,0,0,lcl|c239042_g1_i1|m.25217
lcl|c239047_g3_i2|m.25233,0,0,0,0,0,0,0,0,21.0249,33.7832,20.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c239047_g3_i2|m.25233
lcl|c239047_g3_i1|m.25231,0,0,0,17.4069,9.9429,9.5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0747,9.6623,9.9854,0,9.4998,lcl|c239047_g3_i1|m.25231
lcl|c239047_g3_i3|m.25234,0,0,0,7.1072,4.0597,3.8983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,3.9451,4.077,0,3.8787,lcl|c239047_g3_i3|m.25234
lcl|c239125_g3_i2|m.25324,4.335,4.8384,15.0957,21.6429,14.835,28.491,4.6123,0,18.3409,4.9117,9.1219,19.1096,9.8069,0,8.9195,25.6754,9.3588,10.1798,10.7382,5.2964,21.5866,28.5645,9.3181,14.3947,20.9599,29.8519,9.3822,24.0119,18.2223,5.0106,14.4164,14.8984,0,9.4492,lcl|c239125_g3_i2|m.25324
lcl|c239136_g4_i3|m.25338,0,0,6.2442,10.7429,0,0,0,0,0,0,5.6598,0,6.0848,0,16.6026,15.9306,23.2272,6.3162,6.6627,13.1448,20.0905,5.9077,5.7815,0,13.0048,30.8699,23.2851,11.9188,0,6.2177,5.9632,6.1626,13.3112,0,lcl|c239136_g4_i3|m.25338
lcl|c239191_g2_i1|m.25412,4.2669,0,0,17.0423,9.7347,9.3478,4.5399,0,0,4.8346,4.4893,4.7024,0,0,8.7794,0,4.6059,0,0,0,15.9357,0,0,0,0,0,0,0,0,9.8637,0,14.6644,0,0,lcl|c239191_g2_i1|m.25412
lcl|c239210_g2_i1|m.25440,0,0,0,0,0,2.3586,0,0,0,0,0,2.3729,0,0,0,0,0,0,0,0,0,2.3647,0,0,2.6027,0,0,0,0,0,0,0,0,7.0401,lcl|c239210_g2_i1|m.25440
lcl|c239216_g2_i7|m.25448,13.092,0,7.5984,19.609,14.9343,0,0,7.5638,6.9239,0,0,7.2141,0,0,0,6.4618,0,0,0,0,0,14.3779,0,7.2455,7.9126,0,7.0837,0,0,0,0,7.499,0,0,lcl|c239216_g2_i7|m.25448
lcl|c239229_g3_i1|m.25467,0.956,1.067,0,0,0,1.0472,1.0171,0,0,3.2495,0,1.0535,0,0,0,0,0,1.1225,4.7362,0,0,0,0,0,1.1556,0,1.0345,0,1.0046,0,0,0,1.1828,0,lcl|c239229_g3_i1|m.25467
lcl|c239240_g3_i4|m.25490,96.8856,184.4674,19.8461,68.2886,84.5146,18.7284,78.8288,32.9264,30.1406,96.8608,35.9773,113.0539,116.0374,0,35.1789,95.6393,73.8234,113.7579,42.3522,76.5936,156.0877,137.6956,104.1284,302.7928,130.8893,117.7375,49.3384,56.8225,119.7831,92.2222,132.6712,97.9334,35.2561,80.7479,lcl|c239240_g3_i4|m.25490
lcl|c239261_g1_i11|m.25522,0,0,0,2.74,0,0,0,0,0,0,0,0,6.2078,0,2.823,0,5.9241,0,0,0,6.8321,0,0,0,0,6.2987,0,0,2.8837,6.3433,0,0,6.7901,0,lcl|c239261_g1_i11|m.25522
lcl|c239261_g1_i12|m.25525,10.9947,18.407,12.7622,13.723,15.6772,12.0434,32.1696,12.7041,8.722,24.9148,2.8919,18.1751,6.2182,0,2.8278,13.5665,11.8682,19.364,10.2131,10.0747,17.1091,15.0931,2.9541,45.6359,16.6124,6.3093,23.7956,9.135,2.8885,6.354,15.2349,12.5954,13.603,11.9828,lcl|c239261_g1_i12|m.25525
lcl|c215676_g2_i1|m.4150,13.0397,43.6615,60.5438,13.0204,14.8746,14.2835,13.8739,15.0671,41.377,44.3235,41.158,28.7408,29.4993,0,13.4149,38.6158,56.3026,30.621,16.1503,15.9315,16.2331,28.6407,42.0434,28.8663,15.7618,14.9657,14.1108,28.8911,27.4064,15.0717,28.9097,44.8143,32.2663,42.6349,lcl|c215676_g2_i1|m.4150
lcl|c239281_g1_i1|m.25557,1090.951,462.0267,595.6273,60.2794,644.3679,1525.652,2128.7953,1948.1619,1664.7496,1778.4125,1324.7517,2176.4703,3063.0877,7752.1594,851.7387,2094.2424,3346.6923,1630.2823,988.0321,3182.081,1234.662,2074.1764,1436.6668,2047.5565,1381.2447,287.0415,909.9207,1877.3458,924.421,613.0372,2160.5782,2361.2473,1275.0756,1160.805,lcl|c239281_g1_i1|m.25557
lcl|c239376_g2_i9|m.25696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9456,2.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c239376_g2_i9|m.25696
lcl|c239376_g2_i11|m.25691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6585,0,15.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c239376_g2_i11|m.25691
lcl|c239376_g2_i8|m.25695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c239376_g2_i8|m.25695
lcl|c239419_g1_i1|m.25763,3.8083,0,0,3.8027,4.3442,0,4.0519,13.2013,4.0281,4.315,0,4.197,0,0,3.9179,3.7593,0,4.4715,9.4336,0,4.741,0,0,0,9.2067,4.3708,4.1211,0,16.0084,22.009,4.2216,0,0,4.1506,lcl|c239419_g1_i1|m.25763
lcl|c239419_g1_i10|m.25764,0,0,0,0,7.263,0,6.7744,0,6.7345,7.2141,0,7.0168,0,0,6.5502,6.2851,0,7.4758,0,0,0,0,0,0,0,7.3075,6.89,14.107,0,0,7.058,0,0,6.9393,lcl|c239419_g1_i10|m.25764
lcl|c239424_g1_i7|m.25774,6.1047,0,0,6.0957,0,6.687,0,14.1078,0,13.8338,25.6917,0,13.8105,0,0,18.0786,13.1795,0,7.561,7.4586,30.3991,0,13.1221,0,22.1374,14.0129,0,0,19.246,0,13.5345,6.9935,7.553,13.3068,lcl|c239424_g1_i7|m.25774
lcl|c239436_g1_i2|m.25787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.346,0,0,0,0,0,0,0,0,0,0,0,0,1.9189,1.8203,0,0,0,0,0,lcl|c239436_g1_i2|m.25787
lcl|c239517_g6_i1|m.25917,0,0,29.1076,7.154,8.1728,0,0,0,3.7891,20.2946,0,0,0,0,0,14.145,3.8669,8.4124,0,17.5071,4.4596,7.8683,0,0,4.3302,8.2229,3.8766,3.9686,0,16.5624,27.7978,0,0,3.9043,lcl|c239517_g6_i1|m.25917
lcl|c239543_g6_i2|m.25954,44.7245,61.0108,63.451,64.5063,68.0239,92.5379,37.0111,74.6465,52.5623,84.4579,88.883,49.2887,50.5895,0,25.5619,53.9601,48.2778,75.8522,73.8582,60.7145,61.864,49.117,42.727,55.0043,132.1495,85.5511,43.0206,71.567,99.2227,40.2066,66.1045,56.9287,61.4831,64.9922,lcl|c239543_g6_i2|m.25954
lcl|c239546_g1_i2|m.25957,15.3048,42.7049,26.6478,53.4874,43.646,25.147,40.7097,35.3688,48.5646,26.0115,24.1538,16.8667,17.3118,0,70.8533,15.1079,24.7811,17.97,9.4779,28.0484,0,25.2119,0,8.4701,0,43.9136,33.1239,42.3871,16.0835,35.3797,16.9658,35.066,37.8713,0,lcl|c239546_g1_i2|m.25957
lcl|c239571_g1_i3|m.25989,2.6721,2.9823,0,0,0,0,0,3.0875,0,0,0,2.9448,0,0,5.4979,0,0,0,0,0,0,0,2.8718,0,0,3.0668,0,0,2.808,0,0,0,0,0,lcl|c239571_g1_i3|m.25989
lcl|c239571_g1_i8|m.25993,3.7643,0,4.3695,0,0,0,0,0,0,0,0,0,0,0,7.7453,0,0,0,0,4.5992,4.6862,4.134,4.0457,0,0,0,0,0,0,4.351,0,0,0,4.1027,lcl|c239571_g1_i8|m.25993
lcl|c239584_g1_i11|m.26009,0,3.5463,0,0,0,0,0,0,0,3.6,3.3429,0,0,0,0,0,0,0,0,3.8819,0,0,0,0,7.6812,0,0,0,6.678,0,3.5221,3.6399,0,3.4629,lcl|c239584_g1_i11|m.26009
